nombre_entidad,nit_entidad,anno_paa,ppto_total,limite_menor_cuantia,limite_minima_cuantia,fecha_cargue,departamento_paa,municipio_paa
  ALCALDIA MUNICIPAL( DE GIRARDOT  ,700235021,2024,58525243612.0,585000000.0,58500000.0,2024-08-23,Cundinamarca,Girardot
  MUNICIPIOS  ASOCIADOS DEL ORIENTE ANTIOQUEÑO - MASORA  ,710420365,2024,29322114805.0,364000000.0,36400000.0,2024-08-23,Antioquia,Rionegro
CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR,700681034-9,2024,65532157052.0,364000000.0,36400000.0,2024-08-23,Cesar,No definido
INSTITUCION EDUCATIVA NAGUATA,706533346,2024,32620823.0,324800000.0,32480000.0,2024-08-23,Boyacá,Ramiriquí
ASOCIACION DE MUNICIPIOS DEL OCCIDENTE ANTIOQUEÑO,705001477-6,2024,3545915251.0,364000000.0,36400000.0,2024-08-23,Antioquia,Medellín
INSTITUCION EDUCATIVA NORMAL SUPERIOR SANTIAGO DE CALI,701159162,2024,323119000.0,585000000.0,58500000.0,2024-08-23,Valle del Cauca,Cali
Rama Judicial  Dirección Seccional de Administración Judicial de Sincelejo,706515467,2024,6593516958.0,1300000000.0,130000000.0,2024-08-23,Sucre,No definido
  CENTRO INTEGRAL JOSE MARIA CORDOBA I.E.D.  ,704192202-4,2024,266012084.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
  ALCALDIA MUNICI:PAL SARDINATA  ,704915909-6,2024,9526484105.0,364000000.0,36400000.0,2024-08-23,Norte de Santander,No definido
EMPUMELGAR ESP**,704570555,2024,8102279042.0,2600000000.0,650000000.0,2024-08-23,Tolima,Melgar
AGUAS DE BARRANCABERMEJA S.A. E.S.P.,704331172,2024,31200179612.0,195000000.0,19500000.0,2024-08-23,Santander,Barrancabermeja
INSTITUCION EDUCATIVA EXALUMNAS DE LA PRESENTACION,705759439,2024,189840256.0,364000000.0,36400000.0,2024-08-23,Tolima,Ibagué
INSTITUCION EDUCATIVA REAL DE MARES,718562085,2024,186617504.0,364000000.0,36400000.0,2024-08-23,Santander,Barrancabermeja
ADMINISTRADORA COLOMBIANA DE PENSIONES COLPENSIONES,702640434-9,2024,497024801975.0,9282400000.0,464100000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
Empresa Nacional Promotora del Desarrollo Territorial S.A  ENTerritorio S.A,700771157,2017,1305978139156.0,0.0,184429250.0,2024-08-09,Distrito Capital de Bogotá,No definido
UNIDAD CENTRAL DEL VA&LLE DEL CAUCA,711601906,2024,27504741417.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,Tuluá
CENTRAL ADMINISTRATIVA ESPECIALIZADA INGENIEROS CENAC INGENIEROS,702943952,2024,155969910290.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
INSTITUTO DE PATRIMONIO Y CULTURAL DE CARTAGENA DE INDIAS - IPCC,702775123-5,2024,29603284092.0,364000000.0,36400000.0,2024-08-23,Bolívar,Cartagena
ALCALDIA DE NEIRA,701256026,2024,4360922865.0,364000000.0,36400000.0,2024-08-23,Caldas,Neira
  MUNICIPIO DE CALDAS {ANTIOQUIA  ,702742388,2024,33254201120.0,364000000.0,36400000.0,2024-08-23,Antioquia,Caldas
  Institución Universitaria Pascual Bravo COMPRAD!OR  ,712721034-2,2024,346957500.0,364000000.0,36400000.0,2024-08-23,Antioquia,Medellín
Jardín Botánico José Celestino Mutis,700591183,2024,36576659995.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
LAS CEIBAS EMPRESAS PUBLICAS DE NEIVA E.S.P.,702161118,2024,47284547218.0,7899999999.0,390000000.0,2024-08-23,Huila,Neiva
  ALCALDÍA MUNICIPIO DE PALMIRA  ,700088016,2024,313650619347.0,845000000.0,84500000.0,2024-08-23,Valle del Cauca,Palmira
INSTITUCION EDUCATIVA DEPARTAMENTAL JOSE HUGO ENCISO,701413155,2024,36700000.0,26000000.0,2600000.0,2024-08-23,Cundinamarca,Anolaima
MUNICIPIO DE LA CEJA,702529231-8,2024,53476561193.0,364000000.0,36400000.0,2024-08-23,Antioquia,La Ceja
INSTITUTO DISTRITAL DE TURISMO,700551021-4,2024,16936242609.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,No definido
GOBERNACION DE CASANARE,706091220,2024,68776605421.0,845000000.0,84500000.0,2024-08-23,Casanare,Yopal
MUNICIPIO DE TUNJA/,702354804,2024,1768212461576.0,585000000.0,58500000.0,2024-08-23,Boyacá,Tunja
  INSTITUCION EDUCATIVA SIMON BOLIVAR  ,717716195,2024,168357037.0,280000000.0,28000000.0,2024-08-23,Antioquia,Itagui
COMANDO AEREO DE TRANSPORT&E MILITAR,701993255,2024,12631181357.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,No definido
AEROCIVIL,701110272,2024,1721528391118.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,No definido
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS /,703971408,2024,19592623094.0,280000000.0,28000000.0,2024-08-23,Antioquia,Segovia
CONCEJO MUNICIPAL DE APARTADO,705410785,2024,393740000.0,364000000.0,36400000.0,2024-08-23,Antioquia,Apartadó
  Superintendenci@a de Transporte  ,701064065,2024,36999909020.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
TRANSMETRO S.A.S,703389742,2024,49272313168.0,0.0,0.0,2024-08-23,Atlántico,Barranquilla
INSTITUCION EDUCATIVA TECNICO DIVERSIFICADO DE BUENAVISTA,719333460,2024,77567000.0,346000000.0,34600000.0,2024-08-23,Sucre,San Marcos
INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ,702586579-1,2024,100993997.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,Buenaventura
COMPUTADORES PARA EDUCAR,703115295,2024,293010536717.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,No definido
MUNICIPIO DE TIMBIO,704995489,2024,37778180374.0,364000000.0,36400000.0,2024-08-23,Cauca,Timbío
  PSS S.A.  ,706109691,2024,7343429655.0,260000000.0,26000000.0,2024-08-23,Santander,Barrancabermeja
SECRETARIA JURIDICA DISTRITAL.,701902298,2024,16898580022.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE ALBANIA,702191230,2024,12145421407.0,364000000.0,36400000.0,2024-08-23,Caquetá,Albania
INSTITUCION EDUCATIVA COMPARTIR< SOACHA,706382876,2024,330866738.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Soacha
_DIRECCION GENERAL MARITIMA - INRED 4,701806358,2024,24846662124.0,1300000000.0,130000000.0,2024-08-23,Bolívar,Cartagena
  GOBERNACIO&N DEL DEPARTAMENTO DEL CESAR  ,702413246,2024,613989419429.0,845000000.0,84500000.0,2024-08-23,Cesar,Valledupar
E.S.E HOSPITAL ESPECIAL DE CUBARA,701614513,2024,6495498530.0,200000000.0,20000000.0,2024-08-23,Boyacá,Cubará
INSTITUCION EDUCATIVA SANTO TOMAS DE AQUINO,703894667-6,2024,97622611.0,1105000001.0,110500000.0,2024-08-23,Nariño,Sandoná
  ALC|ALDIA LOCAL DE ANTONIO NARIÑO  ,702259441,2024,35253227427.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
INSTITUCION EDUCATIVA DEPARTAMENTAL LA FLORIDA,704066760,2024,69900828.0,21000000.0,2100000.0,2024-08-23,Cundinamarca,Anolaima
  CONTRALORIA MUNICIPAL DE VALLEDUPAR  ,712468198,2024,463347891.0,364000000.0,36400000.0,2024-08-23,Cesar,Valledupar
MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,700638059,2024,883546387613.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE LA ESTRELLA,705238137,2024,482685880040.0,36400000.0,364000000.0,2024-08-23,Antioquia,La Estrella
EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE PEREIRA S.A.S. E.S.P.,717184113,2024,185240248815.0,2600000000.0,650000000.0,2024-08-23,Risaralda,Pereira
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZÓN DE JESÚS,704117167,2024,32054902910.0,1300000000.0,195000000.0,2024-08-23,Putumayo,Valle Del Guamuez
SENA REGIONAL ANTIOQUIA Grupo de Apoyo Administrativo Mixto,704161363-3,2023,727404795805.0,1000000000.0,100000000.0,2024-01-26,Antioquia,Medellín
ALCALDIA MUNICIPAL DE BOJACA,704062819-6,2024,10420998850.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Bojacá
INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,718027782,2024,190327599.0,364000000.0,36400000.0,2024-08-23,Antioquia,Turbo
EDURHA,715856092-2,2024,6483060153.0,0.0,0.0,2024-08-23,Antioquia,Necoclí
UNIDAD DE PLANEACION MINERO ENERGETICO,701824203-7,2024,34407929412.0,0.0,0.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
  MUNICIPIO DE SAN J/UAN BAUTISTA DE GUACARI2  ,704883511-7,2024,13408115746.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,Guacarí
  UNIATLANTICO  ,718600463,2024,312023072705.0,649987000.0,64987000.0,2024-08-23,Atlántico,Puerto Colombia
MUNICIPIO DE QUIMBAYA,704884402,2024,17259775213.0,364000000.0,36400000.0,2024-08-23,Quindío,Quimbaya
INSTITUCIÓN DE EDUCACIÓN SUPERIOR COLEGIO INTEGRADO NACIONAL ORIENTE< DE CALDAS,702485848,2024,6152574359.0,364000000.0,36400000.0,2024-08-23,Caldas,Pensilvania
INSTITUCION EDUCATIVA EL TAGUI,718102064,2024,134030779.0,364000000.0,36400000.0,2024-08-23,Santander,Sabana De Torres
INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA,704629146-6,2024,100700533478.0,364000000.0,36400000.0,2024-08-23,Antioquia,Medellín
Alcaldia Municipal de Sutamarchan,704477710-7,2024,9342988633.0,364000000.0,36400000.0,2024-08-23,Boyacá,Sutamarchán
SECRETARIA DE EDUCACION DEL DISTRITO,701321135,2024,1186648577652.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,No definido
  CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA  ,706873189-5,2024,928213951674.0,364000000.0,36400000.0,2024-08-23,Huila,Neiva
MUNICIPIO DE BARAYA,702512468,2024,657320257501.0,364000000.0,36400000.0,2024-08-23,Huila,Baraya
  AREA METROPOLITANA CENTR(O OCCIDENTE  ,703244210,2024,4330755566.0,364000000.0,36400000.0,2024-08-23,Risaralda,Pereira
  CENTRO EDUCATIVO RURAL LOS CEDROS  ,722045044,2024,21000000.0,32480001.0,3248000.0,2024-08-23,Norte de Santander,La Esperanza
  INSTITUCION EDUCATIVA EL% DORADO  ,718080161,2024,68226871.0,364000000.0,36400000.0,2024-08-23,Risaralda,Pereira
EMPRESA PÚBLICA DEL MUNICIPIO DE SOACHA EPUXUA AVANZA E.I.C.E.,715364717,2024,9964690006.0,585000000.0,58500000.0,2024-08-23,Cundinamarca,Soacha
AREA METROPOLITANA DEL VALLE DE ABURRA,702360090,2024,577834503845.0,845000000.0,84500000.0,2024-08-23,Antioquia,No definido
COLEGIO ROBERT F. KENNEDY INSTITUCION EDUCATIVA DISTRITAL,704161207,2024,244778185.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
FONDO DE PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA ENTIDAD,702492422,2024,37078258568.0,845000000.0,84500000.0,2024-08-23,Cundinamarca,No definido
OPERADORA DISTRITAL DE TRANSPORTE S.A.S.,715753901-6,2024,35388386755.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE SOTAQUIRA,703648022,2024,14111578559.0,364000000.0,36400000.0,2024-08-23,Boyacá,Sotaquirá
HOSMIL,700587033,2024,145752769421.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,No definido
COIBA,701590200,2024,6462369846.0,1300000000.0,130000000.0,2024-08-23,Tolima,Ibagué
(PERSONERIA MUNICIPAL DE GIRON,703593913,2024,1434180000.0,364000000.0,36400000.0,2024-08-23,Santander,Girón
INSTITUCION EDUCATIVA BRAULIO GONZALEZ,718474752,2024,640191832.0,520000000.0,52000000.0,2024-08-23,Casanare,Yopal
DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES*,700795065,2024,349493190394.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
INSTITUCIO EDUCATIVA RAFAEL URIBE URIBE,718444433,2024,202228550.0,26000000.0,26000000.0,2024-08-23,Cesar,San Diego
INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DE VILLAVICENCIO IMDER,708209135,2024,17524306450.0,364000000.0,36400000.0,2024-08-23,Meta,Villavicencio
  ESE HOSPITAL SAN AN&TONIO CERRITO  ,704329713,2024,4141406843.0,364000000.0,36400000.0,2024-08-23,Santander,Cerrito
ALCALDIA MUNICIPIO DE SAN GIL - SANTANDER,700043011-5,2024,69379233505.0,364000000.0,36400000.0,2024-08-23,Santander,San Gil
ALCALDÍA MUNICIPAL DE SASAIMA,700551039-0,2024,16856481091.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Sasaima
INSTITUCION EDUCATIVA REPUBLICA DE ISRAEL,718288517-6,2024,116889451.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,Cali
EMPRESA SOCIAL DEL ESTADO :HOSPITAL SAN ANTONIO DE TARQUI,706548054,2024,4248960119.0,45000000.0,4500000.0,2024-08-23,Huila,Tarqui
IDRD - ENTIDAD OFICIAL,701925125,2024,356377891359.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO EL RETIRO,705008985,2024,2867346812564.0,364000000.0,36400000.0,2024-08-23,Antioquia,Retiro
INSTITUCION EDUCATIVA COLEGIO FR@AY MANUEL ALVAREZ,719197931,2024,69352986.0,2600000.0,26000000.0,2024-08-23,Norte de Santander,Cúcuta
MUNICIPIO DE CAROLINA> DEL PRINCIPE,702576059,2024,7234135172.0,364000000.0,36400000.0,2024-08-23,Antioquia,Carolina
DIRECCION DE TRANSITO Y TRANSPORTE DE FLORIDABLANCA,704325026,2024,10861600400.0,364000000.0,36400000.0,2024-08-23,Santander,Floridablanca
INSTITUCION EDUCATIVA FRANCISCO JAVIER CISNEROS,718477615-9,2024,222551263.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,Buenaventura
  MUNICIPIO DE OIC(ATA  ,705149227,2024,6439483566.0,364000000.0,36400000.0,2024-08-23,Boyacá,Oicatá
COLEGIO INTEGRADO CAMILO TORRES,718382146,2024,192692892.0,364000000.0,36400000.0,2024-08-23,Santander,San Vicente De Chucurí
E.S.E PUPIALES,718659006,2024,6166783233.0,324800000.0,32480000.0,2024-08-23,Nariño,Pupiales
ALCALDIA DEL MUNICIPIO DE ACACIAS,706570512-2,2024,297217348000.0,585000000.0,58500000.0,2024-08-23,Meta,Acacías
ESE HOSPITAL PIO XII DE COLON,704392489,2024,13594789784.0,1000000000.0,100000000.0,2024-08-23,Putumayo,No definido
FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,700090079,2024,3114834051858.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE SUBACHOQUE,700583156,2024,14138041142.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Subachoque
  Empresa Nacional Promotora del Desarrollo Territorial S.A  ENTerritorio S.A  ,700771157,2020,398072344122.0,1.0,0.0,2024-08-09,Distrito Capital de Bogotá,No definido
METROPARQUES,700591126,2024,159642828.0,0.0,0.0,2024-08-23,Antioquia,Medellín
EJERCITO NACIONAL - DIRECCIÓN DE ADQUISICIONES,700391063,2024,447638931435.0,7295540896.0,7295540896.0,2024-08-23,Distrito Capital de Bogotá,No definido
INSTITUCION EDUCATIVA PERLA DEL CITARA,707221016-6,2024,230866076.0,28000000.0,280000000.0,2024-08-23,Antioquia,Betania
INSTITUCION EDUCATIVA ANTONIO NARIÑO,718389828,2024,69302446.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,Zarzal
INSTITUCIÓN EDUCATIVA ESTADOS UNIDOS,720283027-8,2024,47836871.0,364000000.0,36400000.0,2024-08-23,Cesar,Becerril
MUNICIPIO DE SALENTO,705325868,2024,2455056657907.0,364000000.0,36400000.0,2024-08-23,Quindío,Salento
EMPRESA DE RENOVACION Y DESARROLLO URBANO DE BOGOTA _D.C,702183476,2024,15055338972.0,2600000000.0,260000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE CAQUEZA,702216490,2024,42377727780.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Caqueza
INSTITUTO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DEL MUNICIPIO DE BUCARAMANGA,700681018,2024,2397225319.0,364000000.0,36400000.0,2024-08-23,Santander,Bucaramanga
EMPUGIGANTE S.A. E.S.P.,718674450,2024,986514332.0,98530433.0,9853043.0,2024-08-23,Huila,Gigante
INSTITUCION EDUCATIVA !SAN JOSE DE ACHI,719001455,2024,116541500.0,364000000.0,36400000.0,2024-08-23,Bolívar,Achí
  INSTITUCION EDUCATIVA GABRIEL GARCIA TABOADA  ,726666373,2024,150122791.0,364000000.0,36400000.0,2024-08-23,Bolívar,El Carmen De Bolívar
COLEGIO DISTRITAL CAMPESTRE MONTEVERDE,704290865,2024,272693651.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE LA SALINA,702774316,2024,1292520110.0,364000000.0,36400000.0,2024-08-23,Casanare,La Salina
GESTORA URBANA BANCO INMOBILIARIO DE IBAGUE,702631524,2024,2343749512.0,364000000.0,36400000.0,2024-08-23,Tolima,Ibagué
EDUH-Turbo,713088078,2024,16635305293.0,781300000.0,261300000.0,2024-08-23,Antioquia,Turbo
MUNICIPIO DE SAN AGUSTIN,704972173-6,2024,7178809792.0,360400000.0,36400000.0,2024-08-23,Huila,San Agustín
CORPORACIÓN GILBERTO ECHEVERRI MEJÍA,708539481-7,2024,4742974678.0,364000000.0,36400000.0,2024-08-23,Antioquia,Medellín
  FONDO NACIONAL DE GARANTIAS S.A. - F%NG  ,704907864,2024,48545331268.0,845000000.0,84500000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
METROSABANAS S.A.S,705858785-5,2024,5956311038.0,364000000.0,36400000.0,2024-08-23,Sucre,No definido
INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN-COYAIMA,706045754,2024,4600000.0,364000000.0,36400000.0,2024-08-23,Tolima,Coyaima
INSTITUCION EDUCATIVA EL LIMON,706029923,2024,81528000.0,364000000.0,36400000.0,2024-08-23,Sucre,San Marcos
HOSPITAL SAN JUAN DE DIOS DE HONDA ESE,703294033,2024,96527927275.0,234000000.0,26000000.0,2024-08-23,Tolima,Honda
E.S.E HOSPITAL SAN JOSE DE NEIRA CALDAS,704322890,2024,3901615526.0,166400000.0,16640000.0,2024-08-23,Caldas,Neira
  INSTITUTO MUNICIPAL DE DE}PORTE RECREACION CULTURA Y TURISMO  ,707806881,2024,4157261390.0,364000000.0,36400000.0,2024-08-23,Meta,Puerto López
ASAMBLEA DEPARTAMENTAL DE CORDOBA,705642353-9,2024,1479600000.0,364000000.0,36400000.0,2024-08-23,Córdoba,Montería
TERMINAL DE TRANSPORTES DE FUSAGASUGA,710023094,2024,2033805415.0,130000000.0,13000000.0,2024-08-23,Cundinamarca,Fusagasugá
ESAP TERRITORIAL VALLE DEL CAUCA,704861186,2024,2231059945.0,585000000.0,58500000.0,2024-08-23,Valle del Cauca,Cali
HOSPITAL LOCAL DE GUAMAL PRIMER NIVEL,706534740-5,2024,3220017505.0,845000000.0,84500000.0,2024-08-23,Meta,Guamal
UNIDAD ADMINISTRATIVA ESPECIAL DE SALUD DE ARAUCA,700587157,2024,3504138144927.0,36400000.0,36400000.0,2024-08-23,Arauca,No definido
ALCALDIA MUNICIPIO DE PUERTO LOPEZ - META,711994194,2024,64209816833.0,364000000.0,36400000.0,2024-08-23,Meta,Puerto López
  CENTRO EDUCATIVO_ TIERRA SANTA  ,718988702-7,2024,22227000.0,364000000.0,36400000.0,2024-08-23,Sucre,Guaranda
MUNICIPIO DE FLORENCIA,704035211,2024,472082882046.0,585000000.0,58500000.0,2024-08-23,Caquetá,Florencia
MUNICIPIO DE LOS PATIOS,702522244,2024,29720621895.0,364000000.0,36400000.0,2024-08-23,Norte de Santander,Los Patios
INSTITUCION EDUCATIVA PUERTO REY,718989387,2024,93513213.0,364000000.0,36400000.0,2024-08-23,Bolívar,Cartagena
ALCALDIA MUNICIPAL DE PUERTO SALGAR,702271933,2024,21198611231.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Puerto Salgar
INSTITUCION EDUCATIVA LICEO NACIONAL,705762177,2024,424833045.0,364000000.0,36400000.0,2024-08-23,Tolima,Ibagué
INST'ITUCION EDUCATIVA HECTOR JULIO GOMEZ,720687037,2024,59500000.0,494000000.0,49400000.0,2024-08-23,Boyacá,Sutamarchán
  INS|TITUCION EDUCATIVA DISTRITAL EL DESTINO  ,705681195-5,2024,606014214.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
  BOMBEROS DE BUCARAMANGA  ,704323161,2024,11303546827.0,364000000.0,36400000.0,2024-08-23,Santander,Bucaramanga
INSTITUCION EDUCATIVA EL EBANO,711213223-6,2024,61163419.0,34250000.0,3425000.0,2024-08-23,Córdoba,Los Córdobas
  G=OBERNACIÓN DE LA GUAJIRA  ,702594383,2024,4569825995765.0,845000000.0,84500000.0,2024-08-23,La Guajira,Riohacha
ALCALDIA DISTRITAL BARRANCABERMEJA,702270372,2024,437600324542.0,845000000.0,84500000.0,2024-08-23,Santander,No definido
AUDITORIA GENERAL DE LA REPUBLICA,700476070,2024,22029401340.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,No definido
  Empresa Social del Estado HOSPITAL DE LA VEGA//  ,704729789,2024,18119138494.0,195000000.0,19500000.0,2024-08-23,Cundinamarca,La Vega
  CONTRALORIA GENERAL DE LA REPUBLICA  ,700686124-1,2024,621871732707.0,1105000000.0,110500000.0,2024-08-23,Distrito Capital de Bogotá,No definido
INSTITUCION EDUCATIVA LICEO LA PRADERA,706215027,2024,255650596.0,364000000.0,36400000.0,2024-08-23,Córdoba,No definido
UNIVERSIDAD DE CORDOBA,718569130-2,2024,167659870306.0,1300000000.0,195000000.0,2024-08-23,Córdoba,Montería
INSTITUTO DEPARTAMENTAL DE ACCION COMUNAL DE CUNDINAMARCA,702191040,2024,6643211625.0,360400000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,No definido
EMPRESAS PUBLICAS DE ARMENIA ESP,715191391-7,2024,119226079400.0,0.0,0.0,2024-08-23,Quindío,Armenia
DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA DE HACIENDA,701928129,2024,32826904496.0,1300000000.0,130000000.0,2024-08-23,Cundinamarca,No definido
MUNICIPIO DE CERINZA,705273670,2024,1614483519.0,364000000.0,36400000.0,2024-08-23,Boyacá,Cerinza
FONDO MIXTO PARA LA PROMOCIÓN DE LA CULTURA Y LAS ARTES DE ITAGÜÍ MUSEO CENTRO CULTURAL CARIBE,723308490,2024,2506035176.0,2000000000.0,1000000000.0,2024-08-23,Antioquia,Itagui
COLEGIO NICOLAS GOMEZ DAVILA IED,704198027-4,2024,287541721.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
INSTITUCION EDUCATIVA JOSE MARIA CAMPOSERRANO,718123086,2024,216900000.0,216900000.0,21690000.0,2024-08-23,Cesar,Aguachica
EMPRESA DE DESARROLLO URBANO DE BARRANQUILLA Y LA REGION CARIBE SA,718644578,2024,306020056889.0,0.0,0.0,2024-08-23,Atlántico,Barranquilla
INSTITUTO MUNCIPAL DEL DEPORTE Y LA RECREACIÓN DE SIBATÉ,720467109-8,2024,1636783469.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Sibaté
INSTITUCION EDUCATIVA GILBERTO ALZATE AVENDAÑO.,718387756-9,2024,101982282.0,364000000.0,36400000.0,2024-08-23,Meta,Villavicencio
ALCALDIA MUNICIPAL DE EL COLEGIO,704067230-4,2024,32011453657.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,El Colegio
MINISTERIO DE TRANSPORTE*,700612096,2024,158577367370.0,845000000.0,84500000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
SENA REGIONAL NARIÑO Grupo de Apoyo Administrativo Mixto,704155043,2024,1499006630812.0,1300000000.0,130000000.0,2024-08-23,Nariño,Pasto
CENTRO DE SALUD CON CAMAS CANTAGALLO L.,718555220,2024,1868639680.0,364000000.0,65000000.0,2024-08-23,Bolívar,Cantagallo
ALC<ALDÍA MUNICIPIO DE BELLO,703426569,2024,173315908324.0,845000000.0,84500000.0,2024-08-23,Antioquia,Bello
TERMINAL DE TRANSPORTE; S.A,702263278,2024,70218369839.0,0.0,0.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
ALCALDIA DE FILANDIA,704402114,2024,4850341013.0,364000000.0,36400000.0,2024-08-23,Quindío,Filandia
  COLOMBIA MO#VIL S A E S P  ,725700421,2024,3220191533.0,0.0,0.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
UNIQUINDIO,702997172,2024,37207079840.0,390000000.0,195000000.0,2024-08-23,Quindío,Armenia
DIRECCION GENERAL MARITIMA- INTENDENCIA REGIONAL N° 3,701806325-3,2024,11173692825.0,1300000000.0,130000000.0,2024-08-23,Atlántico,Barranquilla
INSTITUCIÓN EDUCATIVA JULIA RESTREPO,717853352-7,2024,274580000.0,450000000.0,45000000.0,2024-08-23,Valle del Cauca,Tuluá
  INSTITUTO TECNOLOGICO  METROPOLITANO  ,703000075,2024,282797514345.0,585000000.0,58500000.0,2024-08-23,Antioquia,Medellín
POLITECNICO COLOMBIANO JAIME ISAZA CADAVI[D,710346917-0,2024,52670846123.0,585000000.0,58500000.0,2024-08-23,Antioquia,Medellín
INSTITUCION EDUCATIVA DISTRITAL LAS FLORES,718449275,2023,81571136.0,324800000.0,32480000.0,2024-08-23,Atlántico,Barranquilla
HOSPITAL DEPARTAMENTAL SAN ANTONIO DE VILLAMARIA ESE,704659556,2024,9893569838.0,927834723.0,92783472.0,2024-08-23,Caldas,Villamaría
EMPRESA SOCIAL DEL ESTADO HOSPITAL LA MARIA,705412443,2024,83655334545.0,2598700000.0,259870000.0,2024-08-23,Antioquia,Medellín
CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL YOPAL,702962762,2024,5188935849.0,1300000000.0,130000000.0,2024-08-23,Casanare,Yopal
Rama Judicial  Dirección Seccional de Administración Judicial de Cúcuta,705600856,2024,30927885668.0,1300000000.0,130000000.0,2024-08-23,Norte de Santander,Cúcuta
INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,717710560,2024,174335467.0,280000000.0,28000000.0,2024-08-23,Antioquia,Itagui
INSTITUCION EDUCATIVA GILBERTO ALZATE AVENDAÑO,718152564-4,2024,39367010.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,Argelia
INDEPORTES CUNDINAMARCA,702192030-1,2024,134629239004.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,No definido
